LABEL	texte
0	"La Grenouille et le Rat Tel, comme dit Merlin, cuide engeigner autrui, Qui souvent s’engeigne soi-même. J’ai regret que ce mot soit trop vieux aujourd’hui ; Il m’a toujours semblé d’une énergie extrême. Mais afin d’en venir au dessein que j’ai pris, Un Rat plein d’embonpoint, gras, et des mieux nourris, Et qui ne connaissait l’avent ni le carême, Sur le bord d’un marais égayait ses esprits. Une Grenouille approche, et lui dit en sa langue : « Venez me voir chez moi, je vous ferai festin. » Messire Rat promit soudain : Il n’était pas besoin de plus longue harangue. Elle allégua pourtant les délices du bain, La curiosité, le plaisir du voyage, Cent raretés à voir le long du marécage : Un jour il conterait à ses petits-enfants Les beautés de ces lieux, les mœurs des habitants, Et le gouvernement de la chose publique Aquatique. Un point sans plus tenait le galant empêché : 151 Il nageait quelque peu ; mais il fallait de l’aide. La Grenouille à cela trouve un très bon remède : Le Rat fut à son pied par la patte attaché ; Un brin de jonc en fit l’affaire. Dans le marais entrés, notre bonne commère S’efforce de tirer son hôte au fond de l’eau, Contre le droit des gens, contre la foi jurée ; Prétend qu’elle en fera gorge chaude et curée ; C’était, à son avis, un excellent morceau. Déjà dans son esprit la galante le croque. Il atteste les Dieux ; la perfide s’en moque. Il résiste ; elle tire. En ce combat nouveau, Un Milan, qui dans l’air planait, faisait la ronde, Voit d’en haut le pauvret se débattant sur l’onde. Il fond dessus, l’enlève, et, par même moyen, La Grenouille et le lien. Tout en fut ; tant et si bien, Que de cette double proie L’oiseau se donne au cœur joie, Ayant, de cette façon À souper chair et poisson. 152 La ruse la mieux ourdie Peut nuire à son inventeur ; Et souvent la perfidie Retourne sur son auteur. 153 "
0	"Le Cochon, la Chèvre et le Mouton Une Chèvre, un Mouton, avec un Cochon gras, Montés sur même char, s’en allaient à la foire. Leur divertissement ne les y portait pas ; On s’en allait les vendre, à ce que dit l’histoire : Le charton n’avait pas dessein De les mener voir Tabarin, Dom Pourceau criait en chemin Comme s’il avait eu cent bouchers à ses trousses : C’était une clameur à rendre les gens sourds. Les autres animaux, créatures plus douces, Bonnes gens, s’étonnaient qu’il criât au secours ; Ils ne voyaient nul mal à craindre. Le charton dit au Porc : « Qu’as-tu tant à te plaindre ? Tu nous étourdis tous : que ne te tiens-tu coi ? Ces deux personnes-ci, plus honnêtes que toi, Devraient t’apprendre à vivre ou du moins à te taire : Regarde ce Mouton ; a-t-il dit un seul mot ? Il est sage. – Il est un sot, Repartit le Cochon : s’il savait son affaire, 161 Il crierait, comme moi, du haut de son gosier ; Et cette autre personne honnête Crierait tout du haut de sa tête. Ils pensent qu’on les veut seulement décharger, La Chèvre de son lait, le Mouton de sa laine : Je ne sais pas s’ils ont raison ; Mais quant à moi qui ne suis bon Qu’à manger, ma mort est certaine. Adieu mon toit et ma maison. » Dom Pourceau raisonnait en subtil personnage : Mais que lui servait-il ? Quand le mal est certain, La plainte ni la peur ne changent le destin ; Et le moins prévoyant est toujours le plus sage. 162 "
1	"L’Homme et son Image Pour M. le Duc de La Rochefoucauld. Un Homme qui s’aimait sans avoir de rivaux Passait dans son esprit pour le plus beau du monde : Il accusait toujours les miroirs d’être faux, Vivant plus que content dans une erreur profonde. Afin de le guérir, le sort officieux Présentait partout à ses yeux Les conseillers muets dont se servent nos dames : Miroirs dans les logis, miroirs chez les marchands, Miroirs aux poches des galants, Miroirs aux ceintures des femmes. Que fait notre Narcisse ? Il se va confiner Aux lieux les plus cachés qu’il peut s’imaginer, N’osant plus des miroirs éprouver l’aventure. Mais un canal, formé par une source pure, Se trouve en ces lieux écartés : Il s’y voit, il se fâche, et ses yeux irrités Pensent apercevoir une chimère vaine. 22 Il fait tout ce qu’il peut pour éviter cette eau ; Mais quoi ? le canal est si beau Qu’il ne le quitte qu’avec peine. On voit bien où je veux venir. Je parle à tous ; et cette erreur extrême Est un mal que chacun se plaît d’entretenir. Notre âme, c’est cet Homme amoureux de lui-même ; Tant de miroirs, ce sont les sottises d’autrui, Miroirs, de nos défauts les peintres légitimes ; Et quant au canal, c’est celui Que chacun sait, le livre des Maximes. 23 "
1	"Le Villageois et le Serpent Ésope conte qu’un manant, Charitable autant que peu sage, Un jour d’hiver se promenant À l’entour de son héritage, Aperçut un Serpent sur la neige étendu, Transi, gelé, perclus, immobile rendu, N’ayant pas à vivre un quart d’heure. Le Villageois le prend, l’emporte en sa demeure, Et, sans considérer quel sera le loyer D’une action de ce mérite, Il l’étend le long du foyer, Le réchauffe, le ressuscite. L’animal engourdi sent à peine le chaud, Que l’âme lui revient avecque la colère. Il lève un peu la tête, et puis siffle aussitôt ; Puis fait un long repli, puis tâche à faire un saut Contre son bienfaiteur, son sauveur et son père. « Ingrat, dit le Manant, voilà donc mon salaire ? Tu mourras. » À ces mots, plein d’un juste courroux, 62 Il vous prend sa cognée, il vous tranche la bête ; Il fait trois serpents de deux coups, Un tronçon, la queue, et la tête. L’insecte, sautillant, cherche à se réunir ; Mais il ne put y parvenir. Il est bon d’être charitable : Mais envers qui ? c’est là le point. Quant aux ingrats, il n’en est point Qui ne meure enfin misérable. 63 "
1	"Le Berger et la Mer Du rapport d’un troupeau, dont il vivait sans soins, Se contenta longtemps un voisin : Si sa fortune était petite, Elle était sûre tout au moins. À la fin, les trésors déchargés sur la plage Le tentèrent si bien qu’il vendit son troupeau, Trafiqua de l’argent, le mit entier sur l’eau. Cet argent périt par naufrage. Son maître fut réduit à garder les brebis, Non plus berger en chef comme il était jadis, Quand ses propres moutons paissaient sur le rivage : Celui qui s’était vu Corydon ou Tircis Fut Pierrot, et rien davantage. Au bout de quelque temps il fit quelques profits, Racheta des bêtes à laine ; Et comme un jour les vents, retenant leur haleine, Laissaient paisiblement aborder les vaisseaux : « Vous voulez de l’argent, ô mesdames les Eaux, Dit-il ; adressez-vous, je vous prie, à quelque autre : Ma foi ! vous n’aurez pas le nôtre. » 131 Ceci n’est pas un conte à plaisir inventé. Je me sers de la vérité Pour montrer, par expérience, Qu’un sou, quand il est assuré, Vaut mieux que cinq en espérance ; Qu’il se faut contenter de sa condition ; Qu’aux conseils de la mer et de l’ambition Nous devons fermer les oreilles. Pour un qui s’en louera, dix mille s’en plaindront. La mer promet monts et merveilles : Fiez-vous-y, les vents et les voleurs viendront. 132 "
1	"Les voleurs et l’Âne Pour un Âne enlevé deux voleurs se battaient : L’un voulait le garder, l’autre le voulait vendre. Tandis que coups de poing trottaient, Et que nos champions songeaient à se défendre, Arrive un troisième larron Qui saisit maître Aliboron. L’Âne, c’est quelquefois une pauvre province : Les voleurs sont tel ou tel prince, Comme le Transylvain, le Turc et le Hongrois. Au lieu de deux, j’en ai rencontré trois : Il est assez de cette marchandise. De nul d’eux n’est souvent la province conquise : Un quart voleur survient, qui les accorde net En se saisissant du Baudet. 26 "
0	"Le Lion et le Moucheron « Va-t-en, chétif insecte, excrément de la terre » : C’est en ces mots que le Lion Parlait un jour au Moucheron. L’autre lui déclara la guerre : « Penses-tu, lui dit-il, que ton titre de roi Me fasse peur, ni me soucie ? Un bœuf est plus puissant que toi ; Je le mène à ma fantaisie. » À peine il achevait ces mots, Que lui-même il sonna la charge, Fut la trompette et le héros. Dans l’abord il se met au large ; Puis prend son temps, fond sur le cou Du Lion, qu’il rend presque fou. Le quadrupède écume, et son œil étincelle ; Il rugit ; on se cache, on tremble à l’environ : Et cette alarme universelle Est l’ouvrage d’un Moucheron. Un avorton de mouche en cent lieux le harcèle ; 61 Tantôt pique l’échine et tantôt le museau. Tantôt entre au fond du naseau. La rage alors se trouve à son faîte montée. L’invisible ennemi triomphe, et rit de voir Qu’il n’est griffe ni dent en la bête irritée Qui de la mettre en sang lui fasse son devoir. Le malheureux Lion se déchire lui-même, Fait résonner sa queue à l’entour de ses flancs, Bat l’air, qui n’en peut mais, et sa fureur extrême Le fatigue, l’abat : le voilà sur les dents. L’insecte du combat se retire avec gloire : Comme il sonna la charge, il sonne la victoire, Va partout l’annoncer, et rencontre en chemin L’embuscade d’une Araignée ; Il y rencontre aussi sa fin. Quelle chose par là nous peut être enseignée ? J’en vois deux, dont l’une est qu’entre nos ennemis Les plus à craindre sont souvent les plus petits ; L’autre, qu’aux grands périls tel a pu se soustraire, Qui périt pour la moindre affaire. 62 "
0	"La Grenouille qui veut se faire aussi grosse que le boeuf 		Une Grenouille vit un Bœuf 		Qui lui sembla de belle taille. Elle, qui n’était pas grosse en tout comme un œuf, Envieuse, s’étend, et s’enfle et se travaille, 		Pour égaler l’animal en grosseur ; 		Disant : « Regardez bien, ma sœur ; Est-ce assez ? dites-moi ; n’y suis-je point encore ? – Nenni. – M’y voici donc ? – Point du tout. – M’y voilà ? – Vous n’en approchez point. » La chétive pécore 		S’enfla si bien qu’elle creva. Le monde est plein de gens qui ne sont pas plus sages : Tout bourgeois veut bâtir comme les grands seigneurs, 		Tout petit prince a des ambassadeurs, 		Tout marquis veut avoir des pages."
0	"Le Lion et le Rat Il faut, autant qu’on peut, obliger tout le monde : On a souvent besoin d’un plus petit que soi. De cette vérité deux fables feront foi, Tant la chose en preuves abonde. Entre les pattes d’un Lion Un Rat sortit de terre assez à l’étourdie. Le roi des animaux, en cette occasion, Montra ce qu’il était, et lui donna la vie. Ce bienfait ne fut pas perdu. Quelqu’un aurait-il jamais cru Qu’un lion d’un rat eût affaire ? Cependant il advint qu’au sortir des forêts Ce Lion fut pris dans des rets, Dont ses rugissements ne le purent défaire. Sire Rat accourut et fit tant par ses dents Qu’une maille rongée emporta tout l’ouvrage. Patience et longueur de temps Font plus que force ni que rage. 65 "
0	"Le Rat de ville et le Rat des champs Autrefois le Rat des villes Invita le Rat des champs D’une façon fort civile, À des reliefs d’ortolans Sur un tapis de Turquie Le couvert se trouva mis. Je laisse à penser la vie Que firent ces deux amis. Le régal fut fort honnête : Rien ne manquait au festin ; Mais quelqu’un troubla la fête Pendant qu’ils étaient en train. À la porte de la salle Ils entendirent du bruit : Le Rat de ville détale, Son camarade le suit. 18 Le bruit cesse, on se retire : Rats en campagne aussitôt ; Et le citadin de dire : « Achevons tout notre rôt. – C’est assez, dit le rustique ; Demain vous viendrez chez moi. Ce n’est pas que je me pique De tous vos festins de roi ; Mais rien ne vient m’interrompre : Je mange tout à loisir. Adieu donc : Fi du plaisir Que la crainte peut corrompre ! » 19 "
0	"Le Geai paré des plumes du Paon Un Paon muait ; un Geai prit son plumage ; Puis après se l’accommoda ; Puis parmi d’autres Paons tout fier se panada, Croyant être un beau personnage. Quelqu’un le reconnut : il se vit bafoué, Berné, sifflé, moqué, joué, Et par messieurs les Paons plumé d’étrange sorte ; Même vers ses pareils s’étant réfugié, Il fut par eux mis à la porte. Il est assez de geais à deux pieds comme lui, Qui se parent souvent des dépouilles d’autrui, Et que l’on nomme plagiaires. Je m’en tais ; et ne veux leur causer nul ennui : Ce ne sont pas là mes affaires. 149 "
0	"Le Lièvre et la Perdrix Il ne se faut jamais moquer des misérables : Car qui peut s’assurer d’être toujours heureux ? Le sage Ésope dans ses fables Nous en donne un exemple ou deux. Celui qu’en ces vers je propose, Et les siens, ce sont même chose. Le Lièvre et la Perdrix, concitoyens d’un champ, Vivaient dans un état, ce semble, assez tranquille, Quand une meute s’approchant Oblige le premier à chercher un asile : Il s’enfuit dans son fort, met les chiens en défaut, Sans même en excepter Brifaut. Enfin il se trahit lui-même. Par les esprits sortant de son corps échauffé. Miraut, sur leur odeur ayant philosophé, Conclut que c’est son Lièvre, et d’une ardeur extrême Il le pousse ; et Rustaut, qui n’a jamais menti, Dit que le Lièvre est reparti. Le pauvre malheureux vient mourir à son gîte. 31 La Perdrix le raille et lui dit : « Tu te vantais d’être si vite ! Qu’as-tu fait de tes pieds ? » Au moment qu’elle rit, Son tour vient ; on la trouve. Elle croit que ses ailes La sauront garantir à toute extrémité ; Mais la pauvrette avait compté Sans l’autour aux serres cruelles. 32 "
0	"Le Lion, le Loup, et le Renard Un Lion, décrépit, goutteux, n’en pouvant plus, Voulait que l’on trouvât remède à la vieillesse. Alléguer l’impossible aux rois, c’est un abus. Celui-ci parmi chaque espèce Manda des médecins : il en est de tous arts. Médecins au Lion viennent de toutes parts ; De tous côtés lui vient des donneurs de recettes. Dans les visites qui sont faites, Le Renard se dispense, et se tient clos et coi. Le Loup en fait sa cour, daube, au coucher du Roi Son camarade absent. Le Prince tout à l’heure Veut qu’on aille enfumer Renard dans sa demeure, Qu’on le fasse venir. Il vient, est présenté ; Et, sachant que le Loup lui faisait cette affaire : « Je crains, sire, dit-il, qu’un rapport peu sincère, Ne m’ait à mépris imputé D’avoir différé cet hommage ; Mais j’étais en pèlerinage, Et m’acquittais d’un vœu fait pour votre santé. 140 Même j’ai vu dans mon voyage Gens experts et savants ; leur ai dit la langueur Dont votre Majesté craint à bon droit la suite. Vous ne manquez que de chaleur ; Le long âge en vous l’a détruite : D’un loup écorché vif appliquez-vous la peau Toute chaude et toute fumante : Le secret sans doute en est beau Pour la nature défaillante. Messire Loup vous servira, S’il vous plaît, de robe de chambre. » Le Roi goûte cet avis-là. On écorche, on taille, on démembre Messire Loup. Le Monarque en soupa, Et de sa peau s’enveloppa. Messieurs les courtisans, cessez de vous détruire ; Faites, si vous pouvez, votre cour sans vous nuire : Le mal se rend chez vous au quadruple du bien. Les daubeurs ont leur tour d’une ou d’autre manière : Vous êtes dans une carrière Où l’on ne se pardonne rien. 141 "
1	"Le Lion et le Chasseur Un fanfaron, amateur de la chasse, Venant de perdre un chien de bonne race Qu’il soupçonnait dans le corps d’un Lion, Vit un berger. « Enseigne-moi, de grâce, De mon voleur, lui dit-il, la maison, Que de ce pas je me fasse raison. » Le berger dit : « C’est vers cette montagne. En lui payant de tribut un mouton Par chaque mois, j’erre dans la campagne Comme il me plaît ; et je suis en repos. » Dans le moment qu’ils tenaient ces propos, Le Lion sort, et vient d’un pas agile. Le fanfaron aussitôt d’esquiver : « Ô Jupiter, montre-moi quelque asile, S’écria-t-il, qui me puisse sauver ! » La vraie épreuve de courage N’est que dans le danger que l’on touche du doigt : Tel le cherchait, dit-il, qui, changeant de langage, S’enfuit aussitôt qu’il le voit. 44 "
0	"Le Loup et la Cigogne Les loups mangent gloutonnement. Un Loup donc étant de frairie Se pressa, dit-on, tellement Qu’il en pensa perdre la vie : Un os lui demeura bien avant au gosier. De bonheur pour ce loup, qui ne pouvait crier, Près de là passe une Cigogne. Il lui fait signe ; elle accourt. Voilà l’opératrice aussitôt en besogne. Elle retira l’os ; puis, pour un si bon tour, Elle demanda son salaire. « Votre salaire ? dit le Loup : Vous riez, ma bonne commère ! Quoi ! ce n’est pas encore beaucoup D’avoir de mon gosier retiré votre cou ? Allez, vous êtes une ingrate : Ne tombez jamais sous ma patte. » 110 "
1	"Le Paon se plaignant à Junon Le Paon se plaignait à Junon. « Déesse, disait-il, ce n’est pas sans raison Que je me plains, que je murmure : Le chant dont vous m’avez fait don Déplaît à toute la nature ; Au lieu qu’un rossignol, chétive créature, Forme des sons aussi doux qu’éclatants, Est lui seul l’honneur du printemps. » Junon répondit en colère : « Oiseau jaloux, et qui devrais te taire, Est-ce à toi d’envier la voix du rossignol, Toi que l’on voit porter à l’entour de ton col Un arc-en-ciel nué de cent sortes de soies, Qui te panades, qui déploies Une si riche queue et qui semble à nos yeux La boutique d’un lapidaire ? Est-il quelque oiseau sous les cieux Plus que toi capable de plaire ? Tout animal n’a pas toutes propriétés. 76 Nous vous avons donné diverses qualités : Les uns ont la grandeur et la force en partage ; Le faucon est léger, l’aigle plein de courage ; Le corbeau sert pour le présage ; La corneille avertit des malheurs à venir ; Tous sont contents de leur ramage. Cesse donc de te plaindre ; ou bien, pour te punir, Je t’ôterai ton plumage. » 77 "
1	"L’ingratitude et l’injustice des Hommes envers la Fortune Un trafiquant sur mer, par bonheur, s’enrichit. Il triompha des vents pendant plus d’un voyage : Gouffre, banc, ni rocher, n’exigea de péage D’aucun de ses ballots ; le Sort l’en affranchit. Sur tous ses compagnons Atropos et Neptune Recueillirent leur droit, tandis que la Fortune Prenait soin d’amener son marchand à bon port. Facteurs, associés, chacun lui fut fidèle. Il vendit son tabac, son sucre, sa canelle, Ce qu’il voulut, sa porcelaine encore : Le luxe et la folie enflèrent son trésor ; Bref, il plut dans son escarcelle. On ne parlait chez lui que par doubles ducats ; Et mon homme d’avoir chiens, chevaux et carrosses : Ses jours de jeûne étaient des noces. Un sien ami, voyant ces somptueux repas, Lui dit : « Et d’où vient donc un si bon ordinaire ? – Et d’où me viendrait-il que de mon savoir-faire ? 118 Je n’en dois rien qu’à moi, qu’à mes soins, qu’au talent De risquer à propos, et bien placer l’argent. » Le profit lui semblant une fort douce chose, Il risqua de nouveau le gain qu’il avait fait ; Mais rien, pour cette fois, ne lui vint à souhait. Son imprudence en fut la cause : Un vaisseau mal frété périt au premier vent ; Un autre, mal pourvu des armes nécessaires, Fut enlevé par les corsaires ; Un troisième au port arrivant, Rien n’eut cours ni débit : le luxe et la folie N’étaient plus tels qu’auparavant. Enfin ses facteurs le trompant, Et lui-même ayant fait grand fracas, chère lie, Mis beaucoup en plaisirs, en bâtiments beaucoup, Il devint pauvre tout d’un coup. Son ami, le voyant en mauvais équipage, Lui dit : « D’où vient cela ? – De la fortune, hélas ! – Consolez-vous, dit l’autre ; et s’il ne lui plaît pas Que vous soyez heureux, tout au moins soyez sage. » Je ne sais s’il crut ce conseil ; 119 Mais je sais que chacun impute, en cas pareil, Son bonheur à son industrie ; Et, si de quelque échec notre faute est suivie, Nous disons injures au Sort. Chose n’est ici plus commune. Le bien, nous le faisons ; le mal, c’est la Fortune : On a toujours raison, le Destin toujours tort. 120 "
1	"Le Savetier et le Financier Un Savetier chantait du matin jusqu’au soir : C’était merveilles de le voir, Merveilles de l’ouïr ; il faisait des passages, Plus content qu’aucun des Sept Sages. Son voisin, au contraire, étant tout cousu d’or, Chantait peu, dormait moins encore : C’était un homme de finance. Si sur le point du jour parfois il sommeillait, Le Savetier alors en chantant l’éveillait ; Et le Financier se plaignait, Que les soins de la Providence N’eussent pas au marché fait vendre le dormir, Comme le manger et le boire. En son hôtel il fait venir Le chanteur, et lui dit : « Or çà, sire Grégoire, Que gagnez-vous par an ? – Par an ? ma foi, monsieur, Dit avec un ton de rieur, Le gaillard Savetier, ce n’est point ma manière De compter de la sorte ; et je n’entasse guère 137 Un jour sur l’autre : il suffit qu’à la fin J’attrape le bout de l’année : Chaque jour amène son pain. – Eh bien ! que gagnez-vous, dites-moi, par journée ? – Tantôt plus, tantôt moins : le mal est que toujours (Et sans cela nos gains seraient assez honnêtes), Le mal est que dans l’an s’entremêlent des jours Qu’il faut chômer ; on nous ruine en fêtes : L’une fait tort à l’autre ; et monsieur le curé De quelque nouveau saint charge toujours son prône. » Le Financier, riant de sa naïveté, Lui dit : « Je vous veux mettre aujourd’hui sur le trône. Prenez ces cent écus ; gardez-les avec soin, Pour vous en servir au besoin. » Le Savetier crut voir tout l’argent que la terre Avait, depuis plus de cent ans, Produit pour l’usage des gens. Il retourne chez lui : dans sa cave il enserre L’argent, et sa joie à la fois. Plus de chant : il perdit la voix Du moment qu’il gagna ce qui cause nos peines. 138 Le sommeil quitta son logis : Il eut pour hôtes les soucis, Les soupçons, les alarmes vaines. Tout le jour il avait l’œil au guet ; et la nuit, Si quelque chat faisait du bruit, Le chat prenait l’argent. À la fin le pauvre homme S’en courut chez celui qu’il ne réveillait plus : « Rendez-moi, lui dit-il, mes chansons et mon somme, Et reprenez vos cent écus. » 139 "
1	"Le Curé et le Mort Un Mort s’en allait tristement S’emparer de son dernier gîte ; Un Curé s’en allait gaiement Enterrer ce mort au plus vite. Notre défunt était en carrosse porté, Bien et dûment empaqueté ; Et vêtu d’une robe, hélas ! qu’on nomme bière, Robe d’hiver, robe d’été, Que les morts ne dépouillent guère. Le pasteur était à côté ; Et récitait, à l’ordinaire, Maintes dévotes oraisons, Et des psaumes et des leçons, Et des versets et des répons : « Monsieur le Mort, laissez-nous faire, On vous en donnera de toutes les façons ; Il ne s’agit que du salaire. » Messire Jean Chouart couvait des yeux son mort, Comme si l’on eût dû lui ravir ce trésor ; 109 Et des regards semblait lui dire : « Monsieur le Mort, j’aurai de vous Tant en argent, et tant en cire, Et tant en autres menus coûts. » Il fondait là-dessus l’achat d’une feuillette Du meilleur vin des environs ; Certaine nièce assez propette Et sa chambrière Pâquette Devaient avoir des cotillons. Sur cette agréable pensée Un heurt survient : adieu le char. Voilà messire Jean Chouart Qui du choc de son mort a la tête cassée. Le paroissien en plomb entraîne son pasteur ; Notre Curé suit son seigneur ; Tous deux s’en vont de compagnie. Proprement toute notre vie Est le curé Chouart qui sur son mort comptait, Et la fable du Pot au lait. 110 "
0	"Le Chat et un vieux Rat J’ai lu chez un conteur de Fables, Qu’un second Rodilard, l’Alexandre des Chats, L’Attila, le fléau des Rats, Rendait ces derniers misérables : J’ai lu, dis-je, en certain auteur, Que ce Chat exterminateur, Vrai Cerbère, était craint une lieue à la ronde : Il voulait de souris dépeupler tout le monde. Les planches qu’on suspend sur un léger appui, La mort-aux-rats, les souricières, N’étaient que jeux au prix de lui. Comme il voit que dans leurs tanières Les souris étaient prisonnières, Qu’elles n’osaient sortir, qu’il avait beau chercher, Le galant fait le mort, et du haut d’un plancher Se pend la tête en bas : la bête scélérate À de certains cordons se tenait par la patte. Le peuple des souris croit que c’est châtiment, Qu’il a fait un larcin de rôt ou de fromage, 124 Égratigné quelqu’un, causé quelque dommage, Enfin, qu’on a pendu le mauvais garnement. Toutes, dis-je, unanimement Se promettent de rire à son enterrement, Mettent le nez en l’air, montrent un peu la tête, Puis rentrent dans leurs nids à rats, Puis ressortant font quatre pas, Puis enfin se mettent en quête. Mais voici bien une autre fête : Le pendu ressuscite ; et, sur ses pieds tombant, Attrape les plus paresseuses. « Nous en savons plus d’un, dit-il en les gobant : C’est tour de vieille guerre ; et vos cavernes creuses Ne vous sauveront pas, je vous en avertis : Vous viendrez toutes au logis. » Il prophétisait vrai : notre maître Mitis, Pour la seconde fois, les trompe et les affine, Blanchit sa robe et s’enfarine, Et, de la sorte déguisé, Se niche et se blottit dans une huche ouverte. Ce fut à lui bien avisé : 125 La gent trotte-menu s’en vient chercher sa perte. Un Rat, sans plus, s’abstient d’aller flairer autour : C’était un vieux routier, il savait plus d’un tour ; Même il avait perdu sa queue à la bataille. « Ce bloc enfariné ne me dit rien qui vaille, S’écria-t-il de loin au général des chats. Je soupçonne dessous encore quelque machine. Rien ne te sert d’être farine ; Car, quand tu serais sac, je n’approcherais pas. » C’était bien dit à lui ; j’approuve sa prudence : Il était expérimenté, Et savait que la méfiance Est mère de la sûreté. 126 "
0	"Les Frelons et les Mouches à miel À l’œuvre on connaît l’artisan. Quelques rayons de miel sans maître se trouvèrent : Des Frelons les réclamèrent ; Des Abeilles s’opposant, Devant certaine Guêpe on traduisit la cause. Il était malaisé de décider la chose : Les témoins déposaient qu’autour de ces rayons Des animaux ailés, bourdonnant, un peu longs, De couleur fort tannée, et tels que les Abeilles, Avaient longtemps paru. Mais quoi ! dans les Frelons Ces enseignes étaient pareilles. La Guêpe, ne sachant que dire à ces raisons, Fit enquête nouvelle, et pour plus de lumière, Entendit une fourmilière. Le point n’en put être éclairci. « De grâce, à quoi bon tout ceci ? Dit une Abeille fort prudente. Depuis tantôt six mois que la cause est pendante, Nous voici comme aux premiers jours. 41 Pendant cela le miel se gâte. Il est temps désormais que le juge se hâte : N’a-t-il point assez léché l’ours ? Sans tant de contredits, et d’interlocutoires, Et de fatras, et de grimoires, Travaillons, les Frelons et nous : On verra qui sait faire, avec un suc si doux, Des cellules si bien bâties. » Le refus des Frelons fit voir Que cet art passait leur savoir ; Et la Guêpe adjugea le miel à leurs parties. Plût à Dieu qu’on réglât ainsi tous les procès ! Que des Turcs en cela l’on suivît la méthode ! Le simple sens commun nous tiendrait lieu de code : Il ne faudrait point tant de frais ; Au lieu qu’on nous mange, on nous gruge, On nous mine par des longueurs ; On fait tant, à la fin, que l’huître est pour le juge, Les écailles pour les plaideurs. 42 "
1	"La Fortune et le jeune Enfant Sur le bord d’un puits très profond Dormait, étendu de son long, Un Enfant alors dans ses classes. Tout est aux écoliers couchette et matelas. Un honnête homme, en pareil cas, Aurait fait un saut de vingt brasses. Près de là tout heureusement La Fortune passa, l’éveilla doucement, Lui disant : « Mon mignon, je vous sauve la vie ; Soyez une autre fois plus sage, je vous prie. Si vous fussiez tombé, l’on s’en fût pris à moi, Cependant c’était votre faute. Je vous demande, en bonne foi, Si cette imprudence si haute Provient de mon caprice. » Elle part à ces mots. Pour moi, j’approuve son propos. Il n’arrive rien dans le monde Qu’il ne faille qu’elle en réponde : 24 Nous la faisons de tous écots ; Elle est prise à garant de toutes aventures. Est-on sot, étourdi, prend-on mal ses mesures ; On pense en être quitte en accusant son sort : Bref, la Fortune a toujours tort. 25 "
0	"L’Aigle et l’Escarbot L’Aigle donnait la chasse à maître Jean Lapin, Qui droit à son terrier s’enfuyait au plus vite. Le trou de l’Escarbot se rencontre en chemin. Je laisse à penser si ce gîte Était sûr ; mais où mieux ? Jean Lapin s’y blottit. L’Aigle fondant sur lui nonobstant cet asile, L’Escarbot intercède, et dit : « Princesse des oiseaux, il vous est fort facile D’enlever malgré moi ce pauvre malheureux ; Mais ne me faites pas cet affront, je vous prie ; Et puisque Jean Lapin vous demande la vie, Donnez-la-lui, de grâce, ou l’ôtez à tous deux : C’est mon voisin, c’est mon compère. » L’oiseau de Jupiter, sans répondre un seul mot, Choque de l’aile l’Escarbot, L’étourdit, l’oblige à se taire, Enlève Jean Lapin. L’Escarbot indigné Vole au nid de l’oiseau, fracasse, en son absence, Ses œufs, ses tendres œufs, sa plus douce espérance : 58 Pas un seul ne fut épargné. L’Aigle étant de retour, et voyant ce ménage, Remplit le ciel de cris ; et, pour comble de rage, Ne sait sur qui venger le tort qu’elle a souffert. Elle gémit en vain ; sa plainte au vent se perd. Il fallut pour cet an vivre en mère affligée. L’an suivant, elle mit son nid en lieu plus haut. L’Escarbot prend son temps, fait faire aux œufs le saut : La mort de Jean Lapin derechef est vengée. Ce second deuil fut tel, que l’écho de ces bois N’en dormit de plus de six mois. L’oiseau qui porte Ganymède Du monarque des Dieux enfin implore l’aide, Dépose en son giron ses œufs, et croit qu’en paix Ils seront dans ce lieu ; que, pour ses intérêts, Jupiter se verra contraint de les défendre : Hardi qui les irait là prendre. Aussi ne les y prit-on pas. Leur ennemi changea de note, Sur la robe du dieu fit tomber une crotte ; Le dieu la secouant jeta les œufs à bas. 59 Quand l’Aigle sut l’inadvertance, Elle menaça Jupiter D’abandonner sa cour, d’aller vivre au désert, De quitter toute dépendance, Avec mainte autre extravagance. Le pauvre Jupiter se tut : Devant son tribunal l’Escarbot comparut, Fit sa plainte, et conta l’affaire. On fit entendre à l’Aigle, enfin qu’elle avait tort. Mais les deux ennemis ne voulant point d’accord, Le monarque des Dieux s’avisa, pour bien faire, De transporter le temps où l’Aigle fait l’amour, En une autre saison, quand la race escarbote Est en quartier d’hiver, et comme la marmotte, Se cache et ne voit point le jour. 60 "
